time,TRGW-2-2-15,TRGW-2-2-9,TRGW-2-9-1,TRGW-2-13-10,TRGW-2-15-16,TRGW-2-21-10,TRGW-2-22-15,TRGW-2-24-4,TRGW-2-29-15,TRGW-2-33-7,TRGW-2-34-10,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10,HEADWATER,TAILWATER,part_time
3652.5,35.153860509000005,37.648574748,39.71301178,35.862577425,35.212868413,36.313536525,35.193517646,38.289623337,34.958276665,36.399031433,35.344849832,35.154473118,37.649638412,39.71876319,35.870908932,35.225406084999996,36.315295860000006,35.186415531,38.312605414000004,34.91190558,36.417483362,35.356669408,-1380.8214118169499,-1027.631899235901,-1027.631899235901
3683.5,35.138218429000005,37.6403127695,39.7010965985,35.7819673545,35.145173197999995,36.195498873000005,35.1001816095,38.2341661285,34.912546006,36.300078544,35.186234295000006,35.1389443755,37.641441272,39.706750949,35.7911498085,35.159653584,36.198278501000004,35.094392978500004,38.2584056535,34.870533975,36.319846313000006,35.1972361825,-1279.568793385989,-968.6154380185442,-968.6154380185442
3712.5,35.14338843349999,37.66370803150001,39.745397135000005,35.77575498,35.1334795455,36.1469994505,35.074544738499995,38.213303851499994,34.891958478,36.274701420999996,35.178742277,35.144172063499994,37.664892786,39.7512898645,35.784015431,35.1475575085,36.1487124875,35.0688093475,38.235713708000006,34.850940731499996,36.290826154,35.189189616,-1303.0310694320494,-955.9468600820104,-955.9468600820104
3743.5,35.179192757500005,37.729918138,39.8391667545,35.808469314,35.172683328,36.1565112875,35.0903433615,38.242649615,34.91029655449999,36.309432029,35.2000255325,35.180062,37.731148402,39.845568845500004,35.8183471275,35.1885807845,36.1585341265,35.0853237135,38.264459419999994,34.8690975505,36.324628967,35.211389834500004,-1336.2714341953433,-976.0106252020572,-976.0106252020572
3773.5,35.236187531999995,37.8372603035,39.971517405,35.874446464,35.2412212205,36.217237842500005,35.142700446999996,38.314331527,34.962732407,36.393952946499994,35.2645531405,35.237190047,37.838611539,39.978418955,35.884582202000004,35.2585539965,36.21897488250001,35.137378969000004,38.334488521000004,34.919575364500005,36.407823959,35.2754288425,-1414.7776588132433,-1023.6394036633919,-1023.6394036633919
3804.5,35.2908977155,37.9479047795,40.108212044,35.9269696995,35.29570839349999,36.278148852,35.190460204,38.4207234795,35.012245494999995,36.46686256700001,35.3260473215,35.291935888,37.949342451499994,40.115158064,35.938038800499996,35.314223315999996,36.280493637,35.185214496499995,38.441862394,34.967439717000005,36.4826534665,35.338241952,-1456.2397569875027,-1066.5854791699153,-1066.5854791699153
3834.5,35.311223177,38.017578969,40.207589571999996,35.940866441500006,35.2926455945,36.2730483075,35.1807629275,38.466695314,35.008842096,36.419384956,35.28837443,35.3122099275,38.0190481855,40.2142918975,35.951151413000005,35.3106965575,36.275355718,35.175172533,38.490043089,34.9646411325,36.435581200499996,35.2996629845,-1451.8638061780632,-1059.4267938168584,-1059.4267938168584
3865.5,35.2851304665,38.0123585995,40.2212147555,35.916145356499996,35.239096015,36.240871304500004,35.14870004949999,38.4344952,34.9603612855,36.352151004,35.259854267,35.2859255675,38.013795585,40.227705362500004,35.924169314,35.2531969275,36.241968942,35.1414636505,38.4590787785,34.9165355275,36.370671708,35.2690327005,-1444.3814213821292,-1019.5085396765829,-1019.5085396765829
3896.5,35.231965202000005,37.940398448500005,40.1271034545,35.8505213885,35.1656841165,36.167520038999996,35.0902748875,38.318637398999996,34.890458931,36.247438201,35.188341111999996,35.232540452,37.941778267000004,40.133567081,35.8580595215,35.1768525345,36.169021786,35.0829130765,38.343654744000006,34.8482996365,36.267572445499994,35.1968377185,-1395.512377433274,-953.3457859682769,-953.3457859682769
3926.5,35.154408662,37.806303381,39.916906360999995,35.6686627995,35.0311201535,35.9815868445,34.9704775865,38.0616826905,34.771998511,35.9899926605,34.949341600500006,35.1548858055,37.807815962,39.923350617,35.6761705425,35.040164714999996,35.9843560595,34.9636733925,38.083175094,34.736009806000006,36.005985504499996,34.957335446500004,-1265.329590462999,-834.3486194538252,-834.3486194538252
3957.5,35.074923685,37.6366672635,39.6420189985,35.4660471685,34.8960730665,35.7564340965,34.845499421,37.7411012655,34.638222371,35.6776766215,34.74581309,35.075402503,37.6384475565,39.6483399025,35.472621335999996,34.903108092500005,35.759532026,34.8398319035,37.75876831000001,34.608306856,35.6873886005,34.75188751,-1150.7803457650184,-715.2594405136012,-715.2594405136012
3987.5,35.00460689250001,37.4676289665,39.383782828,35.305477793,34.7830358705,35.5511717645,34.726288999000005,37.465512083,34.523108396000005,35.4486946255,34.5740599015,35.005093822,37.46946808,39.389699173000004,35.3104096445,34.789369005500006,35.5538796885,34.721565049000006,37.483273888,34.498015888000005,35.457524717,34.578873116,-1043.42062574107,-617.152607054281,-617.152607054281
4018.5,34.944395612,37.312470714999996,39.175443516,35.221925214,34.7110431685,35.408482695000004,34.6357704405,36.3564406985,34.4400209355,35.355287421,34.479858755,34.944869866,37.314113214500004,39.1808811155,35.22607032,34.7181106045,35.4103874845,34.6323198275,34.1411622165,34.4173075925,35.368400439,34.484903415000005,-962.4123250478713,-552.6095973660492,-552.6095973660492
4049.5,34.925733558,37.236062831,39.092351172,35.255523894999996,34.7191824425,35.3551995185,34.6110739715,35.617754554,34.43359514949999,35.413160946,34.542758350499994,34.92628773,37.2374288315,39.097544297,35.259558794499995,34.7274764,35.356735635499994,34.608280485,32.5095634145,34.410521437,35.4289889555,34.5483320835,-972.0066871772526,-559.1070467815323,-559.1070467815323
4077.5,34.9578160815,37.2560675765,39.125232344,35.339292001,34.79259921250001,35.393419685000005,34.650850688999995,35.0979460345,34.490452137,35.502994639499995,34.6405875345,34.95853631600001,37.257257542999994,39.130787082,35.3455858085,34.804086424000005,35.395238153,34.648989396000005,30.814491656999998,34.465897383,35.518693959000004,34.64886400100001,-1008.0182709978338,-617.1230407402606,-617.1230407402606
4108.5,35.025349988,37.3537272825,39.229571764,35.4648037535,34.9069941035,35.467268569,34.729053477499995,35.219375717000005,34.5828536605,35.602580005,34.7698125765,35.026237519,37.354955091,39.2359227595,35.472703003,34.9212783425,35.469870507500005,34.7274907505,31.539517848000003,34.5560804405,35.6184971815,34.778442884499995,-1110.163707038018,-703.9910034978199,-703.9910034978199
4138.5,35.103162014999995,37.47945742,39.349528579499996,35.582866217500005,35.0222633605,35.56858574100001,34.827403434000004,35.1696465065,34.676645313,35.702998607999994,34.874770410500005,35.104139263499995,37.480785754,39.3563268135,35.5918927285,35.038606097,35.5713448,34.825498229000004,31.2140461755,34.6470467325,35.718877335,34.8843796315,-1220.7713975739332,-790.6644694423314,-790.6644694423314
4169.5,35.175322011000006,37.605135528,39.466586825,35.7001050205,35.1228887675,35.6743773025,34.918367094000004,35.322813052499995,34.755729836,35.803085294,34.98477953,35.176334435,37.606571132,39.473496714999996,35.7097883965,35.139644042499995,35.677303907,34.916191256000005,31.609564215499994,34.7229591465,35.8188242665,34.9940364715,-1322.478685253353,-862.5348308510913,-862.5348308510913
4199.5,35.212052696,37.6845511815,39.5434130455,35.774503073999995,35.170213314,35.75234982400001,34.975932396000005,35.764405233000005,34.7951415335,35.88484977,35.071731931,35.212946167,37.685980490999995,39.549854356000004,35.782688057499996,35.1857203905,35.754183349499996,34.9719701175,33.1260310695,34.75970152,35.9013256775,35.0807832025,-1388.9440083388536,-902.3637265840825,-902.3637265840825
4230.5,35.209325545999995,37.699637826,39.54368167849999,35.789159161499995,35.1604916035,35.786785738000006,34.978059771000005,35.611381799499995,34.791648831,35.9264435465,35.058253388000004,35.2100470355,37.7010274045,39.549813674499994,35.797269228,35.174268038499996,35.7891119145,34.9736708495,32.262023774,34.755506488500004,35.9460653155,35.067391268,-1375.824061724051,-891.7558278778585,-891.7558278778585
4261.5,35.1551643185,37.6332960435,39.429025811500004,35.6864128135,35.059719353,35.671903346,34.890966350999996,35.3269113035,34.713602419,35.819079984,34.92321152,35.1557712905,37.634745398999996,39.435011476,35.694327286,35.071310356,35.675397617499996,34.88649814,31.6525098965,34.681071592500004,35.8425048215,34.9313919405,-1275.8485443037384,-808.5851426801282,-808.5851426801282
4291.5,35.0751112715,37.501392129500005,39.211449519999995,35.4853679445,34.9088940515,35.4469723955,34.7511915555,34.7287736505,34.5823099955,35.527084462,34.660578826,35.07566329550001,37.503035390499996,39.2173454815,35.493410654499996,34.918668656,35.4520173275,34.747906953,30.230326200499995,34.5565434485,35.547269704,34.6684546105,-1123.7611183524011,-678.6527428647012,-678.6527428647012
4322.5,34.9908724725,37.3333859475,38.9353899515,35.263130067,34.7550154765,35.176261808,34.604324344999995,34.4725609185,34.428613874,35.159383175,34.411868900500004,34.9914336225,37.335323671000005,38.9412049825,35.269773904,34.762505704,35.181059593,34.6018964235,30.085873689499998,34.409825501,35.17345055,34.4174315155,-998.6797356606248,-544.4806599652968,-544.4806599652968
4352.5,34.917662998500006,37.16436736799999,38.675204979,35.092524565000005,34.632787525,34.950391568499995,34.469482039,34.097519992,34.3016355285,34.898399452,34.2162358005,34.918219126000004,37.1663637,38.680614898,35.0981179425,34.639869313999995,34.954882766000004,34.4683697305,29.326814136999996,34.2875665045,34.91170512,34.221847849,-877.0643982337399,-437.53404189913834,-437.53404189913834
4383.5,34.8572290390909,37.021606819090906,38.46803802363636,34.973874146363634,34.53603559636364,34.76775833,34.35385019,33.55447999454545,34.19974624454546,34.72259991,34.05384018636364,34.85779828636364,37.02353682454545,38.47315681999999,34.97880422454545,34.54312692363636,34.771833085454546,34.353647470909095,27.748677583636365,34.18951451545454,34.737599770909085,34.05932749090909,-773.9784968037741,-351.7183010576656,-351.7183010576656
