,atotim,aEXTIN,aINFLOW,aFROMMVR,aGWF,aOUTFLOW,aEXTOUT,aTOMVR
0,2628000.0,185.0,1015.854877,224.4623993,6.392043521,-1015.854877,-195.9399951,-207.1303606
1,2803200.0,185.0,1015.855032,225.455446,6.392741321,-1015.855032,-196.9316265,-207.1310781
2,2978400.0,185.0,1015.85515,225.4551882,6.391906545,-1015.85515,-196.9315373,-207.1317443
3,3153600.0,185.0,1015.855225,225.4549011,6.391126743,-1015.855225,-196.9314124,-207.1323619
4,3328800.0,185.0,1015.855256,225.454588,6.390399309,-1015.855256,-196.9312554,-207.1329333
5,3504000.0,185.0,1015.855242,225.4542478,6.389721736,-1015.855242,-196.9310651,-207.133461
6,3679200.0,185.0,1015.855183,225.4538792,6.389091631,-1015.855183,-196.9308403,-207.1339472
7,3854400.0,185.0,1015.855079,225.4534811,6.388506723,-1015.855079,-196.9305802,-207.1343942
8,4029600.0,185.0,1015.85493,225.4530531,6.387964856,-1015.85493,-196.9302843,-207.134804
9,4204800.0,185.0,1015.854738,225.4525949,6.387463973,-1015.854738,-196.9299525,-207.1351784
10,4380000.0,185.0,1015.854502,225.4521065,6.387002116,-1015.854502,-196.9295849,-207.1355195
11,4555200.0,185.0,1015.877109,225.4628759,6.363771144,-1015.877109,-196.9632739,-207.1358309
12,4730400.0,185.0,1015.906993,225.4773538,6.333323106,-1015.906993,-197.007915,-207.1361157
13,4905600.0,185.0,1015.934682,225.490859,6.3051105,-1015.934682,-197.049373,-207.1363756
14,5080800.0,185.0,1015.96043,225.5034505,6.278871732,-1015.96043,-197.0879668,-207.1366119
15,5256000.0,185.0,1015.984332,225.5151699,6.254507426,-1015.984332,-197.1238364,-207.136826
16,5431200.0,185.0,1016.006319,224.7743692,6.230703573,-1016.006319,-196.4066818,-207.1369838
17,5606400.0,185.0,1016.026495,224.7837148,6.209741298,-1016.026495,-196.4368907,-207.1370828
18,5781600.0,185.0,1016.041143,224.7902217,6.194132212,-1016.041143,-196.4589644,-207.1371251
19,5956800.0,185.0,1016.043704,224.7906143,6.190415936,-1016.043704,-196.4630859,-207.1371125
20,6132000.0,185.0,1016.040945,224.7882288,6.191837421,-1016.040945,-196.4593443,-207.1370472
21,6307200.0,185.0,1016.035703,224.7844881,6.195574729,-1016.035703,-196.4519819,-207.1369315
22,6482400.0,185.0,1016.0292,224.7800145,6.200415511,-1016.0292,-196.4428313,-207.1367677
23,6657600.0,185.0,1016.022788,224.7754903,6.205022641,-1016.022788,-196.4339095,-207.1365582
24,6832800.0,185.0,1016.016477,224.7709324,6.209395871,-1016.016477,-196.4252315,-207.136305
25,7008000.0,185.0,1016.010263,224.7663439,6.213550355,-1016.010263,-196.416783,-207.1360105
26,7183200.0,185.0,1016.004139,224.7617266,6.217501241,-1016.004139,-196.4085489,-207.1356765
27,7358400.0,185.0,1015.9981,224.7570826,6.221261675,-1015.9981,-196.4005161,-207.1353048
28,7533600.0,185.0,1015.992141,224.7524134,6.224844411,-1015.992141,-196.392672,-207.1348971
29,7708800.0,185.0,1015.986257,224.7477204,6.228261388,-1015.986257,-196.385004,-207.134455
30,7884000.0,185.0,1015.980444,224.7430046,6.23152379,-1015.980444,-196.3775009,-207.13398
31,8059200.0,185.0,1015.974696,224.9886666,6.235042505,-1015.974696,-196.6201506,-207.1334735
32,8234400.0,185.0,1015.969009,224.9839082,6.238026252,-1015.969009,-196.6129448,-207.1329371
33,8409600.0,185.0,1015.963379,224.9791297,6.240884253,-1015.963379,-196.6058731,-207.1323724
34,8584800.0,185.0,1015.957803,224.974332,6.243624985,-1015.957803,-196.5989265,-207.1317806
35,8760000.0,185.0,1015.952277,224.9695165,6.246255048,-1015.952277,-196.5920988,-207.1311626
36,8935200.0,185.0,1015.951209,224.9668707,6.244387022,-1015.951209,-196.5919638,-207.1305199
37,9110400.0,185.0,1015.952574,224.9654208,6.240050557,-1015.952574,-196.5955166,-207.1298537
38,9285600.0,185.0,1015.953569,224.9637716,6.236046318,-1015.953569,-196.5985603,-207.1291649
39,9460800.0,185.0,1015.95421,224.9619231,6.232358919,-1015.95421,-196.6011098,-207.1284544
40,9636000.0,185.0,1015.95452,224.9598858,6.228968784,-1015.95452,-196.6031941,-207.1277229
41,9811200.0,185.0,1015.954519,224.9576699,6.225857594,-1015.954519,-196.6048411,-207.1269712
42,9986400.0,185.0,1015.954224,224.9552855,6.2230082,-1015.954224,-196.6060774,-207.1261998
43,10161600.0,185.0,1015.953655,224.9527418,6.220404534,-1015.953655,-196.6069277,-207.1254096
44,10336800.0,185.0,1015.952828,224.9500489,6.218029571,-1015.952828,-196.6074183,-207.124601
45,10512000.0,185.0,1015.951757,224.9472137,6.215871474,-1015.951757,-196.6075676,-207.1237747
46,10687200.0,185.0,1015.95026,225.0689364,6.214136406,-1015.95026,-196.7319039,-207.1228961
47,10862400.0,185.0,1015.948335,225.065046,6.212415907,-1015.948335,-196.730668,-207.1219621
48,11037600.0,185.0,1015.946006,225.0608292,6.210898969,-1015.946006,-196.7289555,-207.1209747
49,11212800.0,185.0,1015.944892,225.0571118,6.207986745,-1015.944892,-196.7291888,-207.1199363
50,11388000.0,185.0,1015.945516,225.0541696,6.203174981,-1015.945516,-196.732145,-207.1188496
51,11563200.0,185.0,1015.945572,225.0508666,6.1987768,-1015.945572,-196.734373,-207.1177168
52,11738400.0,185.0,1015.945092,225.0472161,6.194772319,-1015.945092,-196.7359041,-207.1165397
53,11913600.0,185.0,1015.944109,225.0432386,6.191137171,-1015.944109,-196.736781,-207.1153204
54,12088800.0,185.0,1015.942655,225.0389533,6.187848639,-1015.942655,-196.7370441,-207.1140606
55,12264000.0,185.0,1015.940761,225.0343786,6.184885437,-1015.940761,-196.7367314,-207.1127618
56,12439200.0,185.0,1015.938452,225.0295315,6.182227682,-1015.938452,-196.7358781,-207.1114257
57,12614400.0,185.0,1015.935754,225.0244275,6.179856815,-1015.935754,-196.7345171,-207.1100535
58,12789600.0,185.0,1015.932692,225.0190816,6.177755443,-1015.932692,-196.7326794,-207.1086468
59,12964800.0,185.0,1015.929287,225.0135074,6.175907321,-1015.929287,-196.7303935,-207.1072066
60,13140000.0,185.0,1015.925561,225.0077181,6.174296353,-1015.925561,-196.7276876,-207.1057342
61,13315200.0,185.0,1015.921935,225.3783559,6.173469135,-1015.921935,-197.1005847,-207.1043021
62,13490400.0,185.0,1015.918455,225.3737827,6.172204437,-1015.918455,-197.0986598,-207.1029185
63,13665600.0,185.0,1015.921511,225.3726424,6.164713507,-1015.921511,-197.1063472,-207.1015817
64,13840800.0,185.0,1015.930117,225.374431,6.151968144,-1015.930117,-197.1221734,-207.1002895
65,14016000.0,185.0,1015.937994,225.3760172,6.140210881,-1015.937994,-197.1367677,-207.0990386
66,14191200.0,185.0,1015.945202,225.3773971,6.129359599,-1015.945202,-197.150211,-207.0978265
67,14366400.0,185.0,1015.951787,225.3785808,6.119348001,-1015.951787,-197.1625823,-207.0966505
68,14541600.0,185.0,1015.957792,225.3795803,6.1101145,-1015.957792,-197.1739575,-207.0955082
69,14716800.0,185.0,1015.963198,225.3803797,6.101661088,-1015.963198,-197.1843212,-207.0943974
70,14892000.0,185.0,1015.968145,225.3810356,6.093834187,-1015.968145,-197.1938853,-207.0933162
71,15067200.0,185.0,1015.972628,225.3815424,6.086623806,-1015.972628,-197.202656,-207.0922626
72,15242400.0,185.0,1015.976681,225.3819103,6.079984669,-1015.976681,-197.2106907,-207.091235
73,15417600.0,185.0,1015.980436,225.3822388,6.073791494,-1015.980436,-197.2182046,-207.0902427
74,15592800.0,185.0,1015.983989,225.3828728,6.068067848,-1015.983989,-197.2254417,-207.0893633
75,15768000.0,185.0,1015.98744,225.383694,6.062721738,-1015.98744,-197.2323671,-207.0886052
76,15943200.0,185.0,1015.990609,224.4576517,6.056257349,-1015.990609,-196.313463,-207.0879313
77,16118400.0,185.0,1015.989797,224.4561926,6.055287329,-1015.989797,-196.3134828,-207.0874224
78,16293600.0,185.0,1015.977696,224.449504,6.065593667,-1015.977696,-196.296604,-207.0873063
79,16468800.0,185.0,1015.962747,224.4417679,6.078852488,-1015.962747,-196.2753049,-207.0876106
80,16644000.0,185.0,1015.947268,224.4342274,6.092857009,-1015.947268,-196.2530033,-207.0883672
81,16819200.0,185.0,1015.93314,224.4281286,6.105696391,-1015.93314,-196.2325537,-207.0898785
82,16994400.0,185.0,1015.91997,224.4230724,6.117808839,-1015.91997,-196.2131116,-207.0921519
83,17169600.0,185.0,1015.908388,224.4192803,6.128601335,-1015.908388,-196.1955271,-207.0951518
84,17344800.0,185.0,1015.898696,224.4184419,6.137916475,-1015.898696,-196.1816817,-207.0988437
85,17520000.0,185.0,1015.89107,224.4203416,6.145683227,-1015.89107,-196.1714675,-207.1031908
86,17695200.0,185.0,1015.885416,224.4238458,6.152064074,-1015.885416,-196.1637018,-207.1080799
87,17870400.0,185.0,1015.881629,224.4287392,6.157159187,-1015.881629,-196.1581213,-207.1134586
88,18045600.0,185.0,1015.879615,224.4349412,6.160957455,-1015.879615,-196.1546013,-207.1193825
89,18220800.0,185.0,1015.879257,224.4423286,6.163552032,-1015.879257,-196.1529786,-207.125798
90,18396000.0,185.0,1015.880382,224.4506751,6.165086498,-1015.880382,-196.1529931,-207.1325955
91,18571200.0,185.0,1015.882981,224.5103474,6.165829172,-1015.882981,-196.2048793,-207.1396389
92,18746400.0,185.0,1015.886895,224.5208499,6.165767821,-1015.886895,-196.2082691,-207.1468129
93,18921600.0,185.0,1015.891912,224.5319085,6.16513523,-1015.891912,-196.212765,-207.1540082
94,19096800.0,185.0,1015.89783,224.5432493,6.164055765,-1015.89783,-196.2180292,-207.1611644
95,19272000.0,185.0,1015.904461,224.5547455,6.162670739,-1015.904461,-196.2238798,-207.168195
96,19447200.0,185.0,1015.912013,224.5677399,6.1608395,-1015.912013,-196.2316106,-207.1752898
97,19622400.0,185.0,1015.921143,224.5823878,6.157702662,-1015.921143,-196.2418581,-207.1828271
98,19797600.0,185.0,1015.932354,224.6003561,6.153511882,-1015.932354,-196.2558938,-207.1909504
99,19972800.0,185.0,1015.956001,224.6367143,6.084260391,-1015.956001,-196.2885946,-207.2638593
100,20148000.0,185.0,1015.994744,224.7061915,6.022515814,-1015.994744,-196.3551633,-207.3285125
101,20323200.0,185.0,1016.047037,224.7958536,5.967489159,-1016.047037,-196.4428427,-207.3855218
102,20498400.0,185.0,1016.10983,224.8931767,5.917887673,-1016.10983,-196.5390227,-207.4362663
103,20673600.0,185.0,1016.180916,224.9953381,5.869646147,-1016.180916,-196.6407417,-207.4849502
104,20848800.0,185.0,1016.257914,225.0996054,5.829253743,-1016.257914,-196.7455995,-207.5247521
105,21024000.0,185.0,1016.339523,225.2047339,5.791090198,-1016.339523,-196.8527772,-207.5608665
106,21199200.0,185.0,1016.423577,225.2598658,5.753693828,-1016.423577,-196.9104626,-207.5957093
107,21374400.0,185.0,1016.508898,225.3636982,5.717426531,-1016.508898,-197.0171298,-207.6291419
108,21549600.0,185.0,1016.594059,225.4647662,5.686054003,-1016.594059,-197.1213275,-207.6573847
109,21724800.0,185.0,1016.677851,225.562052,5.660083201,-1016.677851,-197.221967,-207.6800018
110,21900000.0,185.0,1016.760086,225.6565582,5.634622752,-1016.760086,-197.3199813,-207.7019541
111,22075200.0,185.0,1016.840773,225.7490484,5.609675887,-1016.840773,-197.4161165,-207.723256
112,22250400.0,185.0,1016.919684,225.8387402,5.585295881,-1016.919684,-197.509563,-207.7438813
113,22425600.0,185.0,1016.997286,225.9315115,5.561525713,-1016.997286,-197.6062766,-207.7637091
114,22600800.0,185.0,1017.073184,226.0208085,5.538444756,-1017.073184,-197.6996502,-207.7827135
115,22776000.0,185.0,1017.146562,226.1052555,5.519920501,-1017.146562,-197.7881953,-207.7971397
116,22951200.0,185.0,1017.216591,226.1849755,5.505411923,-1017.216591,-197.8716152,-207.8079483
117,23126400.0,185.0,1017.283889,226.2611583,5.4914379,-1017.283889,-197.950972,-207.8187484
118,23301600.0,185.0,1017.349107,226.3346588,5.477876528,-1017.349107,-198.0270556,-207.8297267
119,23476800.0,185.0,1017.412401,226.405271,5.464555245,-1017.412401,-198.0999191,-207.8407966
120,23652000.0,185.0,1017.473693,226.4722113,5.451380004,-1017.473693,-198.1689756,-207.8518557
121,23827200.0,185.0,1017.532853,226.5104377,5.438394652,-1017.532853,-198.2092014,-207.8628417
122,24002400.0,185.0,1017.589665,226.5695133,5.425773766,-1017.589665,-198.2700443,-207.8736952
123,24177600.0,185.0,1017.644324,226.6261473,5.413467509,-1017.644324,-198.3282609,-207.8844188
124,24352800.0,185.0,1017.697067,226.6813845,5.401421384,-1017.697067,-198.3850218,-207.8949413
125,24528000.0,185.0,1017.748042,226.734678,5.389674867,-1017.748042,-198.4397591,-207.905244
126,24703200.0,185.0,1017.797361,226.7859581,5.378223053,-1017.797361,-198.4923901,-207.915345
127,24878400.0,185.0,1017.844816,226.8350801,5.369834229,-1017.844816,-198.5427682,-207.9224776
128,25053600.0,185.0,1017.890313,226.8820041,5.363886108,-1017.890313,-198.5908569,-207.9272611
129,25228800.0,185.0,1017.934068,226.9284201,5.357848673,-1017.934068,-198.6383501,-207.9322213
130,25404000.0,185.0,1017.976256,226.9744482,5.351730496,-1017.976256,-198.6853746,-207.9373431
131,25579200.0,185.0,1018.01691,227.0184789,5.345637392,-1018.01691,-198.730248,-207.9425936
132,25754400.0,185.0,1018.055777,227.0596103,5.339838435,-1018.055777,-198.7718634,-207.9479085
133,25929600.0,185.0,1018.092932,227.0985411,5.334315508,-1018.092932,-198.8109715,-207.9532541
134,26104800.0,185.0,1018.128292,227.1349806,5.329045612,-1018.128292,-198.8473833,-207.9585517
135,26280000.0,185.0,1018.161796,227.168568,5.323933392,-1018.161796,-198.880916,-207.9637186
136,26455200.0,185.0,1018.192806,227.1728659,5.319028098,-1018.192806,-198.8852222,-207.9686156
137,26630400.0,185.0,1018.22135,227.1990422,5.314432545,-1018.22135,-198.9113796,-207.97323
138,26805600.0,185.0,1018.247624,227.2228292,5.310101687,-1018.247624,-198.9351516,-207.9775759
139,26980800.0,185.0,1018.271808,227.2444533,5.306036837,-1018.271808,-198.9567498,-207.9816666
140,27156000.0,185.0,1018.294082,227.2641885,5.302225875,-1018.294082,-198.9764478,-207.9855148
141,27331200.0,185.0,1018.314606,227.2822033,5.298658918,-1018.314606,-198.9944121,-207.9891323
142,27506400.0,185.0,1018.333514,227.2985018,5.295328832,-1018.333514,-199.0106439,-207.992529
143,27681600.0,185.0,1018.350918,227.3127449,5.29222873,-1018.350918,-199.0248013,-207.9957148
144,27856800.0,185.0,1018.366927,227.3256232,5.289352112,-1018.366927,-199.0375735,-207.9986976
145,28032000.0,185.0,1018.381638,227.3372369,5.286700179,-1018.381638,-199.0490595,-208.0014773
146,28207200.0,185.0,1018.395135,227.347672,5.284294169,-1018.395135,-199.0593447,-208.0040332
147,28382400.0,185.0,1018.407416,227.3569738,5.282209417,-1018.407416,-199.0683874,-208.0063769
148,28557600.0,185.0,1018.418794,227.3654641,5.28047221,-1018.418794,-199.0763411,-208.0086508
149,28732800.0,185.0,1018.429377,227.3728194,5.279030314,-1018.429377,-199.0829093,-208.0108798
150,28908000.0,185.0,1018.439123,227.3790058,5.277877221,-1018.439123,-199.0880929,-208.0130356
151,29083200.0,185.0,1018.448511,227.3855345,5.278072656,-1018.448511,-199.0933893,-208.0140726
152,29258400.0,185.0,1018.457434,227.3919441,5.280336379,-1018.457434,-199.0984003,-208.0132074
153,29433600.0,185.0,1018.465896,227.3981018,5.282564757,-1018.465896,-199.1030066,-208.0125304
154,29608800.0,185.0,1018.474017,227.4040626,5.284685162,-1018.474017,-199.1073622,-208.0120153
155,29784000.0,185.0,1018.481808,227.4097693,5.28669973,-1018.481808,-199.1114406,-208.011629
156,29959200.0,185.0,1018.489461,227.4154317,5.288605749,-1018.489461,-199.1154047,-208.0114212
157,30134400.0,185.0,1018.497016,227.4209054,5.290416786,-1018.497016,-199.1190944,-208.0113943
158,30309600.0,185.0,1018.504415,227.4258834,5.292157947,-1018.504415,-199.1221951,-208.0115304
159,30484800.0,185.0,1018.511557,227.4301487,5.293858209,-1018.511557,-199.1244898,-208.0118007
160,30660000.0,185.0,1018.51838,227.433738,5.295537542,-1018.51838,-199.1260175,-208.0121829
161,30835200.0,185.0,1018.52486,227.4367208,5.29720893,-1018.52486,-199.1268518,-208.0126601
162,31010400.0,185.0,1018.530989,227.4392074,5.298882802,-1018.530989,-199.1271096,-208.013215
163,31185600.0,185.0,1018.536768,227.4412977,5.300569627,-1018.536768,-199.1268941,-208.0138339
164,31360800.0,185.0,1018.542203,227.4429327,5.302266574,-1018.542203,-199.1261625,-208.0145036
165,31536000.0,185.0,1018.547459,227.4446161,5.303964372,-1018.547459,-199.1254091,-208.0152427
166,31711200.0,185.0,1018.552617,227.4297148,5.305626646,-1018.552617,-199.1080341,-208.0160541
167,31886400.0,185.0,1018.557566,227.431122,5.307312331,-1018.557566,-199.106904,-208.0169057
168,32061600.0,185.0,1018.562302,227.4323536,5.309002808,-1018.562302,-199.1055627,-208.017788
169,32236800.0,185.0,1018.566836,227.4334848,5.310695767,-1018.566836,-199.1040985,-208.0186905
170,32412000.0,185.0,1018.571192,227.4345381,5.312379761,-1018.571192,-199.1025545,-208.0196038
171,32587200.0,185.0,1018.575388,227.4355489,5.314054883,-1018.575388,-199.1009697,-208.0205243
172,32762400.0,185.0,1018.579442,227.4365437,5.315717524,-1018.579442,-199.0993774,-208.0214488
